summary,intent
서올옥션 주식에 대해 어떤 입장이신지,종목분석
선익시스템 고가 10000원 라운드피겨에서 지지할줄알았더니 쭉~흘러내려 대박 손실이 난 상태인데 세력이 빠져나간건지 아닌지 조언을 구함니다.,종목분석
셀트리온에 대해 소견을 물어보고싶네요,종목분석
신라젠 주가조작 관련 조사 소식이나면서 개폭,종목분석
신라젠 투자 가치가 어느 정도죠?,종목분석
에이치엘비 무슨일에요?,종목분석
에이프로젠 KIC 시간외 장마감 후 CB 발행 공시가 떴던데 일단 악재로 봄이 맞는것인지요?,종목분석
오늘 휴네시온을 매수했는데 내일 종가 상 액면가액이 500원인 주식이 들어온다던데 오늘 매수한 저는 상관없는 건가요?,종목분석
이지바이오는 왜이렇게 저평가 인가요??,종목분석
인디에프 어떤가요?,종목분석
종목상담 가능한가요.? 유시민주 와이비엠넷 물려 있어서요.,종목분석
증거금 40 ~20 회사들은 안정적이라고 볼 수 있나요??,종목분석
지금 아이즈비전 상황이 많이 안좋나요?,종목분석
케어젠 어찌되는걸까요,종목분석
켐트 혹시 악재있나요?,종목분석
코오롱생명과학 티슈진 오늘 상폐결과 나온다는데 과연 상폐할까요?,종목분석
크로바하이텍 너무 많이 넣었는데 한 번만 상담 부탁드려요,종목분석
키위미디어그룹 공시보니 7월부터 불성실법인이엇네요,종목분석
탑엔지니어링 종목 진단 부탁드립니다,종목분석
토필드 추가상장,종목분석
한국콜마가 그냥 cj헬스케어 인수하면 됬지 왜 씨케이엠을 통해 인수 한거에요??,종목분석
"현대약품 차트를 보면 21일 13% 정도 올랐을 때는 거래량이 1200억 정도였는데, 22일, 23일 하락하면서 거래량이 100-170억 정도로 줄었는데 이런 거래량 변화가 향후 이 주가를 예측하는데 암시하는 바가 있는지요?",종목분석
화성밸브 유상청약을 해야 하나요?,종목분석
후성 어떻게 보시나요?,종목분석
1월 장이 좋은 장이었던건가요?,종목분석
엔터주 어떤가요?,종목분석
올해 안좋은 장 top3는 몇 월일까요?,종목분석
요즘 트럼프가 금리 인하에 강한 취지를 보이고 있는데 이러면 증시가 올라가는 이유가 뭐죠?,등락원인
장중 종가에 매수를 했는데 시간외 단일가 에서 -3%정도로 마감을 하였다면 다음날 장중에 영향이 미치나요?,종목분석
저만 장이 안 좋나요....?,종목분석
지금 시기에 반도체 주식 사면은 좋지 않을까요?,매매결정
테스나 오늘 왜 이렇게 기관이 패대기 쳤을까요?,매매이유
이제 그래핀 테마는 다시 뜰 일 없나요?,종목전망
한프라는 회사가 충북보은에 연료전지 발전사업으로 협약을 했다는데 투자가치가 있을까요?,종목분석
1만원에 400주샀었는데 6000원에 400만원치면 666주이니까평균매수가가 7500원되면서 -%가 되는건가요?,투자
에이블씨엔씨가 미팩토리와 교환/이전 한다는데 악재나 호재중 어떤걸로 봐야할까요??,재료
이제 우선주는 끝물일까요?,종목분석
재영솔루텍 어제 단가 1139원으로 매수했는데 오늘이 유상증자로 인해 권리락이라 하는데 설명 좀 부탁드립니다,종목분석
감마누 우성아이비 지디 위너지스 다 관리종목이라는거 알겠고 차트보니까 정지됐는지 계속 거래 없다가 풀렸는데 4종목 다 엄청 밑에서 다시 거래가 시작되는거 같은데 어떻게 이해해야 할까요~,투자
거래량이 높고 호재있는거만 보고 들어갔는데 대성미생물을 어찌 봐야할까요?,종목분석
삼성전자가 블록딜을 한다고 하는데 큰 악재인가요!?,재료
한화케미칼우 정체가 뭔가요??,종목분석
"깨끗한나라 유형자산처분이 호재로 작용하는지, 작용한다면 왜 호재인지 알려주세요",종목분석
대한전선은 이번 블록딜이 악재로 작용했는데 블록딜이란게 시장에서 악재로 작용하나요?,종목분석
현대건설 우선주는 왜 이런거죠???,종목분석
삼전 주식 어떤가요?,종목분석
재영솔루텍 추가상장(우선주의 보통주전환) 이거 악재인가요?,재료
바이온라는회사 어떤가요 요즘 인기있는 종목이라서 질문드립니다,종목분석
spc삼립 차트는 좋아보이는데 진단 부탁드립니다,종목분석
CJ CGV 어떻게 되는 건가요?,종목분석
(주)트레이스 거의 부도가 난거맞죠?,종목분석
삼양옵틱스라는 회사 어떻게 보시나요?,종목분석
셀바스ai 어떤가요?,종목분석
셀트리온헬스케어 너무 내려 가네요,멘탈
애경산업 장외주식 어떻게 생각하세요,종목분석
투윈글로벌 종목 좀 봐주세요,종목분석
우리기술투자 호재일까요?,종목분석
"sk케미칼을 관망하는데, 단타보단 중장기로 괜찮다는 생각이 드는데 어떠신지요?",매매전략
카카오랑 하이닉스 묶였는데 갑자기 왜 저러는걸까요,종목분석
넥스트아이 좀 봐주세요,종목분석
보유한 주식이 어제 하루 종일 장 시작부터 끝까지 1주씩 자동매수가 걸려있던데 평단가 올려서 패대기치려는 세력인건지 그냥 매집인건지 주가 방어작전인건지 프로그램 아니면 안될 속도와 꾸준함인데 보통 이런 경우는 뭐라 봐야할까요?,종목분석
"넷마블게임즈는 180,000원, 180,500원 이렇게 5백원씩 벌어지고,펄어비스는 190,000원, 190,100원 이렇게 백원씩 벌어지는데 펄어비스는 왜 백원씨 벌어지는가요?",종목분석
아까 티슈진 거래원 체결량 변동이 이상했어요 봐주세요.,종목분석
바이오리더스끝난건가요?,종목분석
셀루메드 분석 해주실 분 있나요?,종목분석
이스트아시아홀딩스는 어떻게 보시나요?,종목분석
FX마진과 외화선물 거래 간의 장단점을 나눌 수 있나요?,종목비교
kb증권 cma 발행어음형이 rp형이랑 수익내는 구조만 다른건지 아니면 정확히 어떤점이 차이가 나는건가요?,종목비교
"셀트리온, 셀트리온제약, 셀트리온 헬스케어 이 세가지가 어떻게 다른 건가요?",종목비교
같은 돈으로 낮은 주를 사서 상칠 때와 높은 주를 사서 상칠 때의 수익 차이가 있나요?,종목비교
급등주와 주도주의 차이는 무엇인가요?,종목비교
GS리테일이랑 효성 엔벨 중 어떤 종목이 더 좋아보이나요?,종목비교
ksp200선물하고 주식 선물하고 다른건가요?,종목비교
오리엔트 정공하고 오리엔탈 정공하고 어떻게 다른 건가요?,종목비교
"신라젠 현대중공업 둘 다 10만원 초반인데 신라젠은 호가가 100원 차이, 현중은 500원 차이가 나는 이유가 뭔가요?",종목비교
대장주와 2등주를 구분할 때 거래대금으로 봐야하나요 아니면 상승률로 봐야할까요,종목비교
게임주가 경기 방어주인 이유?,종목소개
체시스는 왜 아프리카 돼지열병 관련주인가요?,종목소개
그래핀이 지금 왜 갑자기 이슈가 된거죠?,종목정보
시총이 작은 주식에도 세력이라 불리우는 주포가 있나요??,종목소개
급락 특징주도 있나요?,종목소개
세력주만 하다가 롤러코스터가 싫어서 중대형주를 한번 해보려고 하는데 흔히 중대형주라 하면 기준이 무언지 궁금해서 문의 드립니다.,종목소개
대북주 시총 큰놈 중에 뭐가 대장일까요?,종목소개
지수 관련주가 대체로 시가 총액이 큰 코스피 200종목중에서 삼성전자 sk하이닉스 셀트리온 같은거죠?,종목소개
주도주란게 정확히 어떤 개념인가요?,종목소개
당일 주도주는 거래대금이 얼마 이상이어야 주도주라 할수 있나요,종목소개
철도주의 대장 원투쓰리 누구인가요,종목소개
대북 관련주 중 시총 놈읖 대장주가 어떤게 있을까요?,종목소개
월드컵 테마주 뭐가 있을까요?,종목소개
네이처셀이 파는 음료수는 뭐가 있나요?,종목정보
에이비온에 투자한 상장기업 아시는분?,종목소개
경협주가 무엇인가요?,종목소개
S10 수혜주 알려주세요~~~,종목소개
깨끗한나라(004540)와 깨끗한나라우(004545)의 차이가 무엇인가요??,종목비교
대북 테마주 정리좀,종목소개
브롤스타즈 게임 관련주 아시는분?,종목소개
산소 관련 주 어떤 것들이 있을까요?!,종목소개
스페코는 방산주 아닌가요?,종목소개
에스트래픽과 유사업체 알려주심 감사하겠습니다,종목소개
유가 하락이나 상승시 관련주들이 뭐가있을까요?,종목소개
인버스 ETF 종목 궁금합니다,종목소개
종목들중에 뒤에 우 붙는 종목들은 뭐예요?,종목소개
지수 오를때 같이 오른 종목들이 궁금합니다.,종목소개
4차산업으로 많은 내용들이 나오는데 종목으로 어떤것들이 있는지 말씀해주실 수 있으신가요?,종목소개
15프로 일때는 상한가 가고 그 다음날 하한가 가는 종목 본적 있는데 30프로 바뀌고 나서 상한가 가고 하한가 간 종목 있나요?,종목소개
해외선물 낮시간에 활발한 종목 뭐가 있을까요?,종목소개
공인인증서 폐지 수혜주는 뭘까요???,종목소개
하림 2R 이게 뭔가요?,종목정보
"외인이 관리하는 종목, 기관이 관리하는 종목으로 나눠진 종목들이 있나요?",종목소개
시노펙스가 무슨 관련주인지 궁금하네요,종목소개
장기투자 저평가 우량종목 어떤게 있을까요?,종목추천
지진주 대장을 뭘로 봐야 할까요?,종목소개
화장품주 대장을 뭘로 봐야 할까요,종목소개
KD건설20% 물려 있는데 어떻게 보시나요??,종목전망
lg디플 오르긴할까요ㅜ,종목전망
"계룡건설, 대상 매수했는데 이 주식들 예상 전망 알 수 있을까요???",종목전망
고려개발 이거 희망이 있긴 할까요?,종목전망
국일제지 내일도 오를까요?,종목전망
국일제지 앞으로 어떻게 보시나요?,종목전망
대원전선 1994원에 매수 오늘 2020에 마감했는데 대원전선 어떻게 보시나요?,종목전망
대주주가 대량 주식을 처분하면 어떻게되나요?,재료
대창솔루션 계속 하락세인데 곧 반등 하겠죠?,종목전망
대한항공이랑 한진칼우 경고딱지 언제 떨어지나요?,종목정보
룽투코리아 높을 때 사서 지금 많이 내려간 상태인데 다시 반등을 할까요?,종목전망
백광소재 더 오를까요?,종목전망
부방이 쿠쳔을 흡수해 주식교환을 한다는데 악재인지 어떻게 보면 좋을까요?,재료
사조대림이 사조해표를 흡수합병한다는 공시를 봤는데 이 경우 주가의 동향이 일반적으로 어떤 추세인지요?,재료
삼성전자 20년 후 얼마까지 올라갈까요?,종목전망
아난티는 더 오를까요?,종목전망
아시아나항공 매각후 더 좋아지나요?,종목전망
에어부산 향후 어찌될까요?,종목전망
에이치엘비 생명과학 주식이 폭락했던데 투자해도 괜찮으려나요?,종목전망
오늘 엑사이엔씨 막판에 매도했는데 내일 급등할까요?,종목전망
와이지엔터 배임 횡령일경우 상장폐지까지도 가능한가요?,종목전망
월요일에 미장이 소폭이라도 반등을 할까요?,종목전망
